Datetime,Consommation,Regions,Nature,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep
2020-05-14,312996.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,14,9.1,27.72,0.55,0.6,1.14,94.15,7.03,84.64,10.45,15.28,6.64,8.64,5.6,4.07,2.73,83
2020-05-15,311179.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,15,8.88,26.94,0.55,0.59,0.35,94.65,6.76,83.19,10.23,14.99,6.67,8.32,350.6,4.36,2.87,83
2020-05-16,274806.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,16,21.55,27.6,0.54,0.57,0.02,95.09,6.62,73.12,12.22,18.31,5.84,12.47,0.5,4.55,2.94,83
2020-05-17,253918.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,17,28.7,29.49,0.54,0.56,0.0,95.32,5.99,68.99,11.9,18.51,5.09,13.42,349.6,5.84,3.76,83
2020-05-18,289518.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,18,29.26,29.35,0.53,0.55,0.0,95.47,6.72,68.65,13.56,20.68,4.98,15.7,350.8,4.77,3.05,83
2020-05-19,292827.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,19,29.06,29.49,0.52,0.54,0.03,95.18,7.51,68.4,15.24,21.83,8.48,13.35,352.4,7.01,4.54,83
2020-05-20,290753.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,20,29.49,29.6,0.51,0.53,0.0,95.06,8.56,71.23,16.66,23.58,8.87,14.71,359.8,5.82,3.73,83
2020-05-21,258337.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,21,29.16,29.5,0.5,0.52,0.0,95.27,8.99,68.87,18.15,24.89,10.42,14.47,359.6,3.65,2.29,83
2020-05-22,266973.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,22,25.33,29.13,0.5,0.51,0.08,95.52,10.29,68.94,20.29,27.99,13.21,14.78,260.1,1.79,1.06,83
2020-05-23,250443.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,23,8.01,27.47,0.5,0.56,5.85,95.96,8.69,85.45,13.08,18.53,6.24,12.29,316.0,3.86,2.43,83
2020-05-24,237909.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,24,27.18,30.34,0.5,0.52,0.02,96.22,6.27,70.4,12.24,18.51,5.0,13.51,4.2,4.62,2.96,83
2020-05-25,282539.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,25,30.19,30.43,0.49,0.51,0.0,96.13,7.27,70.88,14.39,21.22,6.41,14.81,12.8,5.0,3.27,83
2020-05-26,290493.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,26,30.34,30.51,0.49,0.49,0.0,96.09,6.97,67.3,14.92,21.48,8.16,13.32,8.9,5.9,3.82,83
2020-05-27,292464.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,27,29.85,30.23,0.48,0.48,0.0,96.1,6.44,62.72,15.16,22.69,7.0,15.69,357.4,3.17,1.97,83
2020-05-28,293921.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,28,30.26,30.39,0.47,0.47,0.0,95.78,7.46,65.88,16.4,23.45,7.94,15.51,10.5,4.0,2.53,83
2020-05-29,284962.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,29,30.56,30.62,0.47,0.46,0.01,95.18,6.41,61.09,15.31,21.46,9.12,12.34,8.0,4.16,2.67,83
2020-05-30,254973.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,30,28.57,30.19,0.46,0.45,0.01,94.92,6.72,59.81,16.1,22.71,8.22,14.49,4.9,2.15,1.39,83
2020-05-31,238980.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,31,28.21,29.91,0.46,0.45,0.03,94.81,7.02,58.52,17.07,23.61,9.59,14.02,45.2,1.99,1.3,83
2020-06-01,251240.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,1,24.03,29.78,0.45,0.45,1.27,94.9,8.32,64.76,17.92,24.72,10.98,13.74,179.0,2.26,1.45,83
2020-06-02,291800.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,2,27.25,29.44,0.45,0.45,0.56,94.85,8.84,64.06,18.99,23.94,12.04,11.9,358.2,1.62,1.08,83
2020-06-03,296782.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,3,17.31,28.37,0.45,0.5,11.32,93.99,9.6,69.7,18.46,23.64,13.84,9.8,213.3,2.38,1.5,83
2020-06-04,299954.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,4,13.91,28.19,0.47,0.55,8.14,93.36,8.26,76.93,14.49,19.2,10.02,9.18,288.4,2.91,1.91,83
2020-06-05,292336.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,5,11.72,29.38,0.47,0.49,0.84,93.86,7.58,74.72,13.61,18.81,9.25,9.56,278.0,4.41,2.89,83
2020-06-06,258260.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,6,19.25,30.27,0.47,0.48,2.39,94.02,8.56,73.41,15.93,21.31,11.38,9.93,253.3,3.8,2.52,83
2020-06-07,248941.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,7,18.96,30.82,0.47,0.53,5.9,94.22,6.46,69.01,12.82,18.74,8.43,10.31,352.7,3.37,2.26,83
2020-06-08,293492.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,8,19.18,30.36,0.47,0.49,3.4,94.5,6.87,78.94,11.28,15.0,6.69,8.31,342.0,5.11,3.36,83
2020-06-09,311737.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,9,8.52,29.06,0.48,0.54,6.19,94.72,7.32,87.25,10.62,12.87,8.63,4.24,331.9,5.61,3.67,83
2020-06-10,313768.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,10,11.62,28.8,0.48,0.51,1.0,94.65,7.19,78.85,12.13,16.47,8.77,7.7,339.6,4.39,2.79,83
2020-06-11,307368.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,11,20.7,29.01,0.48,0.52,13.46,94.03,7.55,73.97,13.9,19.67,7.4,12.27,153.9,3.67,2.37,83
2020-06-12,300092.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,12,10.38,29.59,0.51,0.64,19.63,93.72,9.26,77.26,15.99,19.57,12.69,6.88,162.2,10.03,6.5,83
2020-06-13,267590.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,13,13.38,30.41,0.52,0.6,6.2,94.49,9.19,86.27,14.17,17.07,10.38,6.69,213.4,2.77,1.65,83
2020-06-14,254438.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,14,24.27,30.64,0.52,0.55,0.23,95.03,7.86,75.26,14.47,20.17,8.7,11.47,324.2,3.41,2.17,83
2020-06-15,297148.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,15,24.94,30.69,0.51,0.53,0.07,95.17,8.1,74.85,14.94,20.57,8.75,11.82,325.6,3.5,2.24,83
2020-06-16,305984.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,16,21.05,29.42,0.5,0.53,1.29,94.89,8.43,77.31,14.85,19.33,9.25,10.08,331.7,2.88,1.79,83
2020-06-17,307124.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,17,21.22,31.29,0.5,0.53,1.5,94.66,8.0,74.74,14.76,19.72,9.96,9.76,292.7,2.36,1.52,83
2020-06-18,306257.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,18,23.34,30.58,0.5,0.52,1.58,94.78,7.73,74.4,14.32,20.16,8.38,11.78,286.0,1.98,1.2,83
2020-06-19,298485.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,19,24.4,31.16,0.49,0.52,0.63,95.15,7.79,72.81,14.91,20.68,9.39,11.29,339.4,2.5,1.57,83
2020-06-20,262407.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,20,26.8,30.56,0.49,0.5,0.02,95.39,8.11,69.44,16.34,22.01,9.82,12.19,339.1,3.2,2.02,83
2020-06-21,247050.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,21,28.47,30.53,0.48,0.48,0.02,95.5,8.5,68.9,17.32,23.59,10.57,13.02,334.0,3.91,2.49,83
2020-06-22,293954.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,22,25.62,30.54,0.47,0.47,0.22,95.61,9.5,71.48,18.27,23.7,12.76,10.94,2.7,4.72,3.1,83
2020-06-23,306410.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,23,30.17,30.4,0.47,0.46,0.0,95.32,9.52,62.77,20.22,27.76,10.22,17.54,21.7,2.32,1.49,83
2020-06-24,312409.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,24,29.51,30.39,0.46,0.44,0.15,95.1,10.77,59.5,23.36,29.98,16.35,13.63,184.4,2.81,1.78,83
2020-06-25,315463.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,25,30.25,30.46,0.45,0.43,0.49,94.91,10.43,57.66,23.69,30.39,14.94,15.45,202.8,2.99,1.91,83
2020-06-26,307687.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,26,22.65,29.29,0.45,0.46,3.58,94.8,11.58,66.58,22.54,28.12,17.27,10.85,201.8,3.06,1.95,83
2020-06-27,270782.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,27,25.82,29.72,0.45,0.47,4.26,94.83,10.71,64.12,21.66,27.41,15.74,11.67,217.7,3.44,2.2,83
2020-06-28,257511.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,28,20.52,29.34,0.45,0.46,2.71,95.05,11.64,74.73,20.77,26.89,16.81,10.08,297.1,1.95,1.3,83
2020-06-29,301776.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,29,27.24,30.54,0.45,0.44,0.4,94.95,9.24,64.39,19.71,25.68,13.65,12.03,294.6,3.21,2.11,83
2020-06-30,312711.0,Auvergne-Rhône-Alpes,Données définitives,2020,6,30,30.45,30.66,0.44,0.42,0.0,94.75,8.73,56.68,20.7,28.2,12.07,16.13,334.2,1.2,0.74,83
2020-07-01,318460.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,1,23.54,29.25,0.44,0.43,2.36,94.55,11.2,64.83,22.86,30.9,15.5,15.4,267.5,2.03,1.34,83
2020-07-02,313406.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,2,20.51,29.33,0.44,0.42,0.39,94.86,10.2,67.65,20.11,25.74,14.48,11.26,318.2,3.32,2.22,83
2020-07-03,303438.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,3,20.93,30.79,0.43,0.41,0.07,95.23,7.31,60.09,16.95,21.59,12.35,9.24,345.5,5.12,3.39,83
2020-07-04,268558.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,4,29.88,30.57,0.43,0.4,0.0,95.43,7.54,59.09,18.34,25.94,9.65,16.29,336.5,3.35,2.17,83
2020-07-05,257790.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,5,28.84,29.95,0.42,0.39,0.01,95.3,10.64,64.64,22.08,29.71,14.24,15.47,333.1,2.86,1.85,83
2020-07-06,302306.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,6,24.6,30.68,0.42,0.39,0.05,95.21,8.25,59.01,18.91,23.62,12.49,11.13,337.2,5.25,3.48,83
2020-07-07,309336.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,7,30.87,30.91,0.42,0.38,0.01,95.17,5.89,49.22,17.45,24.55,10.11,14.44,4.6,4.96,3.21,83
2020-07-08,313698.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,8,30.51,30.62,0.41,0.37,0.0,95.13,6.36,43.31,20.87,28.9,12.0,16.9,18.7,2.44,1.52,83
2020-07-09,322010.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,9,30.12,30.32,0.41,0.36,0.0,95.0,7.71,40.81,24.95,33.79,16.09,17.7,303.5,1.65,0.98,83
2020-07-10,316505.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,10,23.66,27.87,0.4,0.37,2.33,94.97,10.15,58.36,22.75,30.17,15.46,14.71,316.8,2.97,1.9,83
2020-07-11,268904.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,11,25.86,30.03,0.4,0.38,0.57,95.37,7.35,56.12,18.68,25.03,12.75,12.28,4.0,5.07,3.39,83
2020-07-12,252856.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,12,30.06,30.23,0.4,0.36,0.0,95.38,6.42,49.45,18.91,27.17,9.74,17.43,10.3,3.75,2.44,83
2020-07-13,279910.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,13,29.43,29.8,0.4,0.36,0.0,95.25,6.83,47.42,20.63,28.17,12.63,15.54,352.5,3.25,2.06,83
2020-07-14,266310.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,14,24.42,29.16,0.39,0.36,0.05,94.93,6.55,45.34,20.07,26.23,12.62,13.61,321.8,3.4,2.11,83
2020-07-15,304485.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,15,12.2,28.1,0.39,0.37,1.33,94.95,8.45,65.42,17.51,22.55,12.26,10.29,308.9,3.2,2.07,83
2020-07-16,310430.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,16,17.14,28.56,0.39,0.37,0.02,95.25,7.9,61.48,17.76,23.53,11.66,11.87,341.5,4.0,2.68,83
2020-07-17,305779.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,17,14.06,28.96,0.39,0.37,0.13,95.19,8.57,67.96,17.38,22.39,13.09,9.3,358.3,5.66,3.77,83
2020-07-18,269616.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,18,28.1,29.24,0.39,0.36,0.02,95.06,7.6,56.65,19.41,27.06,11.33,15.73,4.5,5.04,3.28,83
2020-07-19,257602.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,19,29.56,29.62,0.39,0.35,0.0,94.96,7.69,49.55,21.77,29.71,12.98,16.73,26.8,2.45,1.55,83
2020-07-20,310753.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,20,28.31,28.81,0.38,0.34,0.01,94.98,7.74,39.27,25.66,33.9,15.61,18.29,244.5,1.58,0.97,83
2020-07-21,321116.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,21,24.09,27.5,0.38,0.37,3.54,95.24,11.12,56.51,24.63,30.61,18.56,12.05,268.2,1.3,0.79,83
2020-07-22,318084.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,22,14.78,26.6,0.39,0.42,4.58,95.26,12.41,74.28,21.74,27.6,17.5,10.1,290.1,1.68,1.07,83
2020-07-23,315506.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,23,26.09,27.65,0.39,0.38,0.02,94.9,9.08,53.93,23.1,30.55,15.0,15.55,332.1,2.2,1.4,83
2020-07-24,309112.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,24,25.06,28.22,0.39,0.35,0.11,94.79,7.67,45.66,22.39,28.61,15.84,12.77,347.3,3.36,2.14,83
2020-07-25,272728.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,25,26.39,28.31,0.38,0.34,0.0,94.75,7.69,44.06,23.35,30.6,15.23,15.37,294.2,1.35,0.77,83
2020-07-26,255918.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,26,22.99,28.23,0.38,0.34,0.02,94.9,8.58,48.44,23.08,29.92,16.81,13.11,294.2,2.69,1.74,83
2020-07-27,304614.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,27,28.25,28.34,0.38,0.33,0.01,94.88,8.51,43.11,26.26,36.17,15.93,20.24,218.2,3.01,1.97,83
2020-07-28,315281.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,28,22.58,26.13,0.37,0.34,0.5,94.96,11.0,53.89,24.9,31.44,19.23,12.21,287.1,2.53,1.64,83
2020-07-29,314431.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,29,26.39,26.91,0.37,0.34,0.02,95.15,8.68,46.2,24.27,32.35,16.34,16.01,22.3,2.39,1.58,83
2020-07-30,316767.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,30,26.07,26.72,0.37,0.33,0.48,95.03,9.72,41.79,27.55,36.17,17.79,18.38,197.9,1.58,0.98,83
2020-07-31,315319.0,Auvergne-Rhône-Alpes,Données définitives,2020,7,31,26.87,27.15,0.37,0.33,0.83,94.9,9.93,40.65,29.56,38.26,20.54,17.72,188.0,3.13,2.0,83
2020-08-01,275588.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,1,24.57,26.58,0.37,0.39,5.27,94.94,11.66,54.63,26.6,34.09,19.63,14.46,323.4,3.64,2.41,83
2020-08-02,248484.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,2,13.01,25.92,0.37,0.39,3.62,94.91,10.9,71.57,19.98,24.87,15.58,9.29,340.0,3.82,2.49,83
2020-08-03,270581.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,3,14.67,26.47,0.38,0.38,0.87,94.7,7.66,62.27,16.77,21.72,11.51,10.21,334.7,4.66,2.99,83
2020-08-04,271281.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,4,20.2,27.28,0.37,0.36,0.15,94.88,6.78,58.31,16.48,23.39,9.33,14.06,351.6,5.33,3.47,83
2020-08-05,274632.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,5,27.5,27.54,0.37,0.34,0.0,94.9,6.56,49.8,19.21,27.47,10.35,17.12,9.4,3.9,2.45,83
2020-08-06,280652.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,6,27.31,27.35,0.37,0.33,0.0,95.07,6.78,41.6,22.9,32.19,13.69,18.5,18.1,2.73,1.71,83
2020-08-07,284160.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,7,27.02,27.04,0.36,0.32,0.0,95.16,6.86,35.11,26.12,35.75,17.35,18.4,83.2,2.15,1.32,83
2020-08-08,264118.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,8,26.41,26.66,0.36,0.32,0.0,95.18,6.7,30.24,27.88,36.85,18.18,18.67,2.9,2.46,1.54,83
2020-08-09,252988.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,9,22.18,25.12,0.36,0.32,0.43,94.95,8.15,32.93,28.83,36.68,21.15,15.53,53.3,1.5,0.95,83
2020-08-10,276649.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,10,19.16,24.38,0.36,0.34,2.17,94.78,10.81,50.64,26.5,35.1,19.37,15.73,199.8,2.48,1.52,83
2020-08-11,281114.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,11,24.25,24.74,0.36,0.35,0.55,94.89,11.12,52.19,26.32,31.75,18.99,12.76,184.3,1.42,0.84,83
2020-08-12,281980.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,12,16.74,23.8,0.36,0.34,0.34,94.83,9.41,46.87,25.16,31.0,20.31,10.69,184.6,4.49,2.9,83
2020-08-13,275525.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,13,16.26,24.4,0.36,0.36,3.34,94.87,10.81,63.2,22.32,29.17,17.64,11.53,206.9,3.57,2.34,83
2020-08-14,271501.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,14,21.09,25.76,0.36,0.36,0.16,94.92,9.88,60.74,21.97,28.93,15.71,13.22,343.7,2.04,1.22,83
2020-08-15,251799.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,15,24.73,25.63,0.36,0.33,0.01,94.71,8.48,49.41,23.1,30.65,15.19,15.46,67.7,1.94,1.19,83
2020-08-16,237176.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,16,14.27,23.74,0.36,0.38,5.55,94.52,10.83,65.09,21.54,26.98,16.63,10.35,241.4,1.94,1.19,83
2020-08-17,266367.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,17,18.56,25.02,0.36,0.37,0.07,94.65,8.34,55.9,20.57,26.44,13.82,12.62,270.1,2.36,1.46,83
2020-08-18,276413.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,18,22.15,24.89,0.36,0.34,0.08,94.65,8.6,51.87,22.06,28.73,15.12,13.61,311.1,1.98,1.23,83
2020-08-19,282047.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,19,22.61,24.88,0.36,0.33,0.0,94.37,8.9,50.02,23.25,31.45,16.34,15.11,206.9,2.26,1.42,83
2020-08-20,289920.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,20,24.73,24.91,0.36,0.33,0.01,94.4,11.01,55.75,25.01,33.61,16.92,16.69,184.3,6.49,4.3,83
2020-08-21,291366.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,21,21.94,24.25,0.36,0.32,0.12,94.74,9.92,48.18,26.16,34.8,18.57,16.23,197.8,5.37,3.55,83
2020-08-22,262895.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,22,18.67,24.37,0.36,0.38,3.98,95.35,8.48,55.49,21.23,27.95,15.86,12.09,331.1,3.24,2.12,83
2020-08-23,243521.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,23,19.17,24.63,0.36,0.34,0.0,95.35,7.43,54.82,18.77,24.75,13.84,10.91,335.0,4.39,2.9,83
2020-08-24,285574.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,24,23.3,24.87,0.36,0.33,0.0,95.1,6.37,48.85,18.37,25.25,11.44,13.81,353.5,3.81,2.4,83
2020-08-25,297432.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,25,22.57,24.3,0.36,0.32,0.03,94.78,6.27,40.65,22.16,32.47,13.52,18.95,236.3,2.85,1.79,83
2020-08-26,302321.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,26,19.84,23.77,0.35,0.31,0.01,95.2,7.69,50.02,21.35,28.87,14.98,13.89,313.1,2.95,1.85,83
2020-08-27,303227.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,27,22.76,23.74,0.35,0.3,0.0,94.92,7.7,47.17,22.07,30.07,13.96,16.11,295.4,1.98,1.22,83
2020-08-28,294172.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,28,4.48,21.84,0.36,0.44,17.3,94.18,10.41,79.3,17.41,22.53,12.55,9.98,241.0,3.53,2.25,83
2020-08-29,259708.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,29,12.15,22.9,0.38,0.41,0.34,93.97,7.51,66.22,15.71,21.19,11.75,9.44,10.4,2.09,1.35,83
2020-08-30,248617.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,30,11.98,23.11,0.38,0.38,0.81,94.49,7.02,67.47,14.22,18.81,10.97,7.84,320.2,4.4,2.91,83
2020-08-31,293683.0,Auvergne-Rhône-Alpes,Données définitives,2020,8,31,14.92,22.72,0.38,0.37,0.69,95.01,7.35,70.89,14.18,18.82,9.7,9.12,344.0,3.99,2.57,83
2020-09-01,303544.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,1,21.21,23.09,0.38,0.36,0.0,94.88,6.53,63.15,14.73,21.73,8.02,13.71,1.5,3.76,2.42,83
2020-09-02,306571.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,2,20.03,22.86,0.37,0.35,0.0,95.03,6.98,64.17,15.48,22.42,9.01,13.41,347.5,3.52,2.2,83
2020-09-03,307616.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,3,22.33,22.41,0.37,0.35,0.0,95.52,5.84,46.2,18.22,25.96,9.76,16.2,8.5,2.03,1.3,83
2020-09-04,306161.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,4,22.33,22.33,0.37,0.34,0.0,95.59,6.13,37.45,22.24,31.64,14.22,17.42,185.7,3.14,2.03,83
2020-09-05,266967.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,5,21.54,21.97,0.37,0.33,0.0,95.28,6.83,45.53,21.17,30.07,13.26,16.81,312.4,3.48,2.25,83
2020-09-06,250495.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,6,14.35,21.59,0.37,0.34,0.05,95.18,6.58,59.31,15.61,21.62,10.21,11.41,346.4,3.97,2.64,83
2020-09-07,294855.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,7,18.61,21.47,0.36,0.34,0.04,95.35,5.48,53.94,14.54,21.8,7.52,14.28,358.7,5.61,3.63,83
2020-09-08,309502.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,8,21.14,21.16,0.36,0.34,0.0,95.79,6.56,53.83,17.01,24.96,9.07,15.89,6.0,2.46,1.51,83
2020-09-09,310092.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,9,13.1,19.63,0.36,0.34,0.42,95.56,8.03,53.88,20.31,27.95,13.12,14.83,167.6,1.46,0.89,83
2020-09-10,311395.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,10,19.09,20.09,0.36,0.34,0.14,95.13,8.07,53.92,20.15,26.64,14.22,12.42,3.6,3.28,2.04,83
2020-09-11,306508.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,11,17.96,19.73,0.36,0.34,0.01,94.93,9.28,61.2,20.42,26.68,14.08,12.6,356.7,3.06,1.89,83
2020-09-12,269808.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,12,19.2,19.8,0.36,0.33,0.0,95.31,7.41,49.22,20.79,28.54,14.37,14.17,0.4,2.81,1.7,83
2020-09-13,257124.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,13,19.72,19.76,0.36,0.32,0.0,95.69,8.23,52.31,21.32,30.04,13.56,16.48,56.7,2.23,1.27,83
2020-09-14,308560.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,14,18.78,19.39,0.36,0.32,0.0,95.62,8.84,50.94,23.38,32.14,15.52,16.62,187.6,3.57,2.12,83
2020-09-15,319120.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,15,18.11,18.82,0.35,0.31,0.0,95.42,8.41,47.1,23.35,30.99,16.68,14.31,183.1,2.72,1.61,83
2020-09-16,319838.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,16,17.61,18.5,0.35,0.3,0.05,95.26,8.37,47.64,22.86,29.73,16.19,13.54,354.9,3.05,1.88,83
2020-09-17,316205.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,17,18.67,18.72,0.35,0.3,0.0,95.1,8.46,51.62,22.07,29.54,14.69,14.85,20.4,3.1,1.96,83
2020-09-18,309297.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,18,16.45,16.85,0.35,0.3,1.14,95.04,9.69,57.5,22.36,29.61,15.07,14.54,173.8,4.73,3.02,83
2020-09-19,267206.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,19,11.11,17.04,0.36,0.39,6.45,94.83,11.12,75.68,19.66,24.15,16.24,7.91,166.6,4.33,2.75,83
2020-09-20,251040.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,20,11.67,17.41,0.38,0.5,12.42,94.78,10.34,78.45,17.78,22.18,14.37,7.81,161.4,2.3,1.46,83
2020-09-21,297754.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,21,10.65,17.64,0.39,0.41,2.03,94.88,9.22,73.45,16.89,20.74,14.1,6.64,350.7,1.33,0.8,83
2020-09-22,306772.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,22,10.22,17.26,0.39,0.44,6.08,94.6,9.46,79.17,16.11,20.41,12.64,7.77,266.9,1.3,0.76,83
2020-09-23,308422.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,23,15.28,17.83,0.39,0.4,0.76,94.34,8.07,66.72,17.09,24.25,10.3,13.95,222.7,2.43,1.48,83
2020-09-24,308234.0,Auvergne-Rhône-Alpes,Données définitives,2020,9,24,8.61,16.82,0.39,0.4,2.38,94.13,8.96,77.38,15.67,22.01,11.27,10.74,222.6,3.96,2.5,83
